node,text,kind,Line,Column,Parental
operate.1,"long long operate(int n){
  switch (n){
    case 0:
      return 0;
    case 1:
      return 1;
    default:
      long long mystery1=0;
      long long mystery2=1;
      for (int i=2; i<n; ++i){
        long long mystery3=mystery1
        mystery1=mystery2;
        mystery2=mystery3;
      }
      return mystery2;
      }
 }.1",CursorKind.FUNCTION_DECL,1,11,CursorKind.TRANSLATION_UNIT(stim24.cpp)
n.1,int n.1,CursorKind.PARM_DECL,1,23,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)
switch.1,switch.1,CursorKind.SWITCH_STMT,2,3,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()
n.2,n.1,CursorKind.UNEXPOSED_EXPR,2,11,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()
case.1,case.1,CursorKind.CASE_STMT,3,5,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()
0.1,0.1,CursorKind.INTEGER_LITERAL,3,10,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CASE_STMT()
return.1,return.1,CursorKind.RETURN_STMT,4,7,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CASE_STMT()
0.2,0.2,CursorKind.UNEXPOSED_EXPR,4,14,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CASE_STMT()->CursorKind.RETURN_STMT()
case.2,case.2,CursorKind.CASE_STMT,5,5,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()
1.1,1.1,CursorKind.INTEGER_LITERAL,5,10,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CASE_STMT()
return.2,return.2,CursorKind.RETURN_STMT,6,7,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CASE_STMT()
