node,text,kind,Line,Column,Parental
std.1,std.1,CursorKind.NAMESPACE_REF,3,17,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.USING_DIRECTIVE()
std.2,std.2,CursorKind.NAMESPACE_REF,4,1,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)
vector.1,vector.1,CursorKind.TEMPLATE_REF,4,6,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)
sequence.1,"std::vector<int> sequence(int start, int end, int diff){
  std::vector<int> result;
  if (start > end) {
  return result;
  }else{
  while (start <= end) {
  result.push_back(end);
  end -= diff;
  }
  return result;
  }
}.1",CursorKind.FUNCTION_DECL,4,18,CursorKind.TRANSLATION_UNIT(stim13.cpp)
start.1,int start.1,CursorKind.PARM_DECL,4,31,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)
end.1,int end.1,CursorKind.PARM_DECL,4,42,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)
diff.1,int diff.1,CursorKind.PARM_DECL,4,51,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)
std.3,std.3,CursorKind.NAMESPACE_REF,5,3,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)
vector.2,vector.2,CursorKind.TEMPLATE_REF,5,8,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)
result.1,std::vector<int> result.1,CursorKind.VAR_DECL,5,20,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()
vector.3,result.1,CursorKind.CALL_EXPR,5,20,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)
if.1,if.1,CursorKind.IF_STMT,6,3,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()
start.2,start.1,CursorKind.UNEXPOSED_EXPR,6,7,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
end.2,end.1,CursorKind.UNEXPOSED_EXPR,6,15,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
return.1,return.1,CursorKind.RETURN_STMT,7,3,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()
vector.4,result.2,CursorKind.CALL_EXPR,7,10,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()
result.2,result.3,CursorKind.UNEXPOSED_EXPR,7,10,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()->CursorKind.CALL_EXPR(vector)
while.1,while.1,CursorKind.WHILE_STMT,9,3,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()
start.3,start.2,CursorKind.UNEXPOSED_EXPR,9,10,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.WHILE_STMT()->CursorKind.BINARY_OPERATOR()
end.3,end.2,CursorKind.UNEXPOSED_EXPR,9,19,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.WHILE_STMT()->CursorKind.BINARY_OPERATOR()
push_back.1,result.push_back(end).1,CursorKind.CALL_EXPR,10,3,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.WHILE_STMT()->CursorKind.COMPOUND_STMT()
result.3,result.4,CursorKind.DECL_REF_EXPR,10,3,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.WHILE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_back)->CursorKind.MEMBER_REF_EXPR(push_back)
result.push_back.1,result.push_back.1,CursorKind.MEMBER_REF_EXPR,10,10,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.WHILE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_back)
end.4,end.3,CursorKind.UNEXPOSED_EXPR,10,20,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.WHILE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_back)
end.5,end.4,CursorKind.DECL_REF_EXPR,11,3,CursorKind.TRANSLATION_UNIT(stim13.cpp)->CursorKind.FUNCTION_DECL(sequence)->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.WHILE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()
